Title,Description,Published At,Video URL,View Count,Like Count,Dislike Count,Comment Count,Tags,Duration (Minutes)
Harry Styles - As It Was (Official Video),"Official Video for ""As It Was"" by Harry Styles.
Harry's new album ""Harry's House"" out now. Listen here:  https://hstyles.lnk.to/HarrysHouse
 
Amazon Music: https://hstyles.lnk.to/HarrysHouse/AmazonMusic
Apple Music: https://hstyles.lnk.to/HarrysHouse/AppleMusic
Deezer: https://hstyles.lnk.to/HarrysHouse/Deezer 
iTunes: https://hstyles.lnk.to/HarrysHouse/iTunes
Pandora: https://hstyles.lnk.to/HarrysHouse/Pandora
Soundcloud: https://hstyles.lnk.to/HarrysHouse/Soundcloud
Spotify: https://hstyles.lnk.to/HarrysHouse/Spotify
YouTube Music: https://hstyles.lnk.to/HarrysHouse/YouTubeMusic
 
Follow Harry Styles:
Facebook: https://HarryStyles.lnk.to/followFI
Instagram: https://HarryStyles.lnk.to/followII
Twitter: https://HarryStyles.lnk.to/followTI
Website: https://HarryStyles.lnk.to/followWI
Spotify: https://HarryStyles.lnk.to/followSI
YouTube: https://HarryStyles.lnk.to/subscribeYD
 
Credits
Made with love by a creative team from Ukraine.
Director: Tanu Muino
Creative Director: Molly Hawkins
Producer: Bryan Younce, Frank Borin, Ivanna Borin, Fred Bonham Carter, Alexa Haywood
Line Producer: Andrew Rawson
Production Company: UnderWonder Content
Service Production Company: Just Fred
Choreographer: Yoann Bourgeois
Director of Photography: Nikita Kuzmenko
Production Designer: Spencer Graves
Editor: Carlos Font Clos
Colorist: Joseph Bicknell @ Company3
VFX: Max Colt @ The Frender
 
 
Lyrics
Holding me back,
Gravity’s holding me back,
I want you to hold out the palm of your hand,
Why don’t we leave it at that?,
Nothing to say,
When everything gets in the way,
Seems you cannot be replaced,
And I’m the one who will stay,
Ooh,
 
In this world,
It’s just us,
You know it’s not the same as it was,
In this world,
It’s just us,
You know it’s not the same as it was,
As it was,
As it was,
You know it’s not the same,
 
Answer the phone,
“Harry, you’re no good alone,
Why are you sitting at home on the floor?,
What kind of pills are you on?”,
Ringing the bell,
And nobody’s coming to help,
Your daddy lives by himself,
He just wants to know that you’re well,
Ooh,
 
In this world,
It’s just us,
You know it’s not the same as it was,
In this world,
It’s just us,
You know it’s not the same as it was,
As it was,
As it was,
You know it’s not the same,
 
Go home,
Get ahead, 
Light speed internet,
I don’t want to talk about the way that it was,
Leave America, 
Two kids follow her,
I don’t want to talk about who’s doing it first,
(Hey!),
 
As it was,
You know it’s not the same as it was,
As it was,
As it was,
 
#HarryStyles #HarrysHouse #AsItWas",2023-04-17T13:36:14Z,https://www.youtube.com/watch?v=H5v3kku4y6Q,796837396,8392450,,210278,"['HarryStyles', ""Harry's House"", 'HarrysHouse', 'May 20', 'new album', 'harry styles', 'Golden', 'FineLine', 'HS1', 'HS2', 'WatermelonSugar', 'Harry', 'Adore You', 'LightsUp', 'Cherry', 'Falling', 'ToBeSoLonely', 'She', 'Styles', 'Sunflower', 'SunflowerVol', 'CanyonMoon', 'TreatPeoplewithKindness', 'Line', 'Fine', 'Hstyles', 'kiwi', 'Canyon Moon', 'To Be So Lonely', 'You’re so Golden', 'as it was', 'asitwas', 'As It Was', 'Columbia', 'Harry Styles', 'Pop']",2
Toosii - Favorite Song (Official Video),"Watch the official video for Toosii's ""Favorite Song.""
Stream // Download Toosii's new single ""Favorite Song"" here: 
https://toosii.lnk.to/FavoriteSongVideo

Follow Toosii Everywhere:
Facebook: https://www.facebook.com/Toosii2x
Twitter: https://twitter.com/toosii2x 
Instagram: https://www.instagram.com/toosii/
TikTok: https://vm.tiktok.com/ZMJDUjWwW/ 

Stream Toosii Everywhere:
Spotify: https://toosii.lnk.to/SpotifyID 
Apple Music: https://toosii.lnk.to/AppleID 
Soundcloud: https://toosii.lnk.to/SoundcloudID 

Subscribe to Toosii's YouTube here: https://toosii.lnk.to/YTSubscriptionID

Favorite Song

I’m on the stage right now
Singing your favorite song
Look in the crowd and you’re no where to be found as they sing along 
I say,
You look good without no makeup
No lashes even better when you wake up 
uh-uh-uh
I see the look on your face
I see ya hiding the hate
I see ya looking for someone to scoop you right off of your feet
You wanna ride in a Wraith
You wanna go out on dates
You want somebody to come bring you flowers
Someone to talk to for hours
Wash your back while y’all sit in the shower
Someone to tell you “you’re beautiful”
Someone to tell you and mean it
Someone to tell you I love you everyday
And don’t got a reason
You want someone to bring you peace
Someone to help you sleep
Someone to pick you up when you feeling down feeling lonely
Need somebody
Who can make it better
Somebody
Who can open up those gates
Open up those gates to your heart
Only if you’ll let me
I’m on the stage right now
Singing your favorite song
Look in the crowd and you’re no where to be found as they sing along 
I say,
You look good without no makeup
No lashes even better when you wake up 
uh-uh-uh
I see the look on you face
I see ya looking for peace
I see ya tired of the hurt
Tired of the pain 
Tired of the nights where you can’t get no sleep
I see you’re tired thinking bout if he cheat
See you’re tired thinking bout if you leaving
See you’re tired of being so tired
And ya damn sure ain’t getting even
Need somebody
Who can make it better
Somebody
Who can open up those gates
Open up those gates to your heart
Only if you’ll let me
I’m on the stage right now
Singing your favorite song
Look in the crowd and you’re no where to be found as they sing along 
I say,
You look good without no makeup
No lashes even better when you wake up 
uh-uh-uh

#Toosii #FavoriteSong

Music video by Toosii performing Favorite Song. South Coast Music Group/Capitol Records; © 2022 UMG Recordings, Inc.

http://vevo.ly/1AVvsW

http://vevo.ly/xmbHTa",2023-04-17T13:35:27Z,https://www.youtube.com/watch?v=4D89Qr5vH6U,259885994,1714994,,31677,"['Toosii', 'Favorite', 'Song', 'South', 'Coast', 'Music', 'Group/Capitol', 'Records', 'Hip', 'Hop', 'Favorite Song', ""I'm On The Stage Right Now"", 'Go Out On Dates', 'Somebody to buy you flowers', 'someone to tell you you beautiful']",3
Stephen Sanchez - Until I Found You (Official Video),"""Until I Found You"" by Stephen Sanchez from the debut album Angel Face.

Stream/download: https://stephensanchez.lnk.to/angelface

See Stephen on tour this year: https://stephensanchezofficial.com/tour
Sign up for Stephen's mailing list: https://stephensanchezofficial.com

Follow Stephen Sanchez:
Instagram: https://StephenSanchez.lnk.to/Instagram
TikTok: https://StephenSanchez.lnk.to/TikTok
Twitter: https://StephenSanchez.lnk.to/Twitter
Spotify: https://StephenSanchez.lnk.to/Spotify
Apple Music: https://StephenSanchez.lnk.to/AppleMusic 

#stephensanchez #angelface

Music video by Stephen Sanchez performing Until I Found You. © 2022 Stephen Sanchez, under exclusive license to Mercury Records/Republic Records, a division of UMG Recordings, Inc.",2023-04-17T13:20:28Z,https://www.youtube.com/watch?v=GxldQ9eX2wo,409371828,4644119,,64533,"['Stephen Sanchez', 'Republic Records', 'Singer Songwriter']",2
Taylor Swift - Anti-Hero (Official Music Video),"Official music video for “Anti-Hero” by Taylor Swift from the album ‘Midnights’.

Buy/Download/Stream ‘Midnights’: https://taylor.lnk.to/taylorswiftmidnights 

Get tickets to Taylor Swift | The Eras Tour concert film in theaters October 13: http://taylor.lnk.to/TSTheErasTourFilm

►Join the #TSAntiHeroChallenge: https://yt.be/TSAntiHero 

►Subscribe to Taylor Swift on YouTube: https://ts.lnk.to/subscribe 
 
►Shop Merch: http://taylorswift.lnk.to/store

►Follow Taylor Swift Online:
TikTok: http://tiktok.com/@taylorswift
Instagram: http://instagram.com/taylorswift  
Twitter: http://twitter.com/taylorswift13  
Snapchat: http://snapchat.com/add/taylorswift
Facebook: http://facebook.com/taylorswift  
Tumblr: http://taylorswift.tumblr.com  
Website: http://www.taylorswift.com  

►Follow Taylor Nation Online
TikTok: http://tiktok.com/@taylornation
Instagram: http://instagram.com/taylornation  
Twitter: http://twitter.com/taylornation13
Tumblr: http://taylornation.tumblr.com  

0:00 I’m the problem, it’s me
00:47 Join the #TSAntiHeroChallenge on YouTube Shorts
01:02 And share your anti-heroic traits

►Lyrics:
Written by Taylor Swift and Jack Antonoff

I have this thing where I get older but just never wiser
Midnights become my afternoons
When my depression works the graveyard shift
All of the people I’ve ghosted stand there in the room
I should not be left to my own devices, they come with prices and vices, I end up in crisis
Tale as old as time
I wake up screaming from dreaming one day I’ll watch as you’re leaving ‘cause you got tired of my scheming - for the last time

It’s me
Hi
I’m the problem, it’s me
At teatime
Everybody agrees
I’ll stare directly at the sun but never in the mirror
It must be exhausting always rooting for the anti-hero

Sometimes I feel like everybody is a sexy baby
And I’m a monster on the hill
Too big to hang out
Slowly lurching toward your favorite city
Pierced through the heart but never killed
Did you hear my covert narcissism I disguise as altruism like some kind of congressman 
Tale as old as time
I wake up screaming from dreaming 
one day I’ll watch as you’re leaving and life will lose all its meaning - for the last time 

It’s me
Hi
I’m the problem, it’s me
At teatime
Everybody agrees
I’ll stare directly at the sun but never in the mirror
It must be exhausting always rooting for the anti-hero

I have this dream my daughter-in-law kills me for the money
She thinks I left them in the will
The family gathers ‘round and reads it
And then someone screams out
“She’s laughing up at us from hell!”

It’s me
Hi
I’m the problem, it’s me

It’s me
Hi
I’m the problem, it’s me

It’s me
Hi

Everybody agrees
Everybody agrees

It’s me
Hi
I’m the problem, it’s me
At teatime
Everybody agrees
I’ll stare directly at the sun but never in the mirror
It must be exhausting always rooting for the anti-hero

Director: Taylor Swift
Director of Photography: Rina Yang
Producer: Sara D'Alessio
Editor: Chancler Haynes
Production Designer: Ethan Tobman
1st AD: Anthony Dimino
Visual Effects: Parliament
Production Companies: Taylor Swift Productions & Revolution Pictures

#taylorswift #midnights #antihero 

Music video by Taylor Swift performing Anti-Hero. © 2022 Taylor Swift",2022-11-08T19:54:57Z,https://www.youtube.com/watch?v=b1kbLwvqugk,215735267,3535772,,101354,"['Taylor Swift', 'Pop']",5
Artemas - i like the way you kiss me (lyric video),"“i like the way you kiss me” out now https://artemas.lnk.to/ilikethewayyoukissme
pretty tour tickets: https://www.artem.as/#live

Follow Artemas:
https://www.tiktok.com/@artemasaltalt
https://www.instagram.com/artemas___/
https://twitter.com/Artemas___
https://discord.com/invite/spYNNpwEnP 
https://www.artem.as/ 

lyrics:

I like the way you kiss me
I like the way you, uh

I like the way you kiss me
I can tell you miss me
I can tell it hits, hits, hits, hits

Not trynna be romantic
I’ll hit it from the back
Just so you don’t get attached 

I like the way you kiss me
I can tell you miss me
I can tell it hits, hits, hits, hits

Not trynna be romantic
I’ll hit it from the back
Just so you don’t get attached 

You bite my lip
Just for the taste
You’re on your knees
I’m on the case

You take the heat
And with such grace
You say we’re done but here u stay

Said you’re scared I’ll let you down
Stick around and you’ll find out
Don’t you wanna make me proud
Cause I’m so proud
Baby I’m so proud of you

I like the way you kiss me
I can tell you miss me
I can tell it hits, hits, hits, hits

Not trynna be romantic
I’ll hit it from the back
Just so you don’t get attached 

I like the way you kiss me
I can tell you miss me
I can tell it hits, hits, hits, hits

Not trynna be romantic
I’ll hit it from the back
Just so you don’t get attached 

Do I stress you out? 
Can I help you out ?
Does it turn you on
When I turn you round?
Can we make a scene
Can we make it loud
Cause I’m so proud
Yeh I’m so proud of you

#artemas #ilikethewayyoukissme",2024-04-16T23:36:24Z,https://www.youtube.com/watch?v=ODDRRXMi22E,45090234,554516,,9770,"['artemas', 'artemis', 'alt pop', 'pop', 'tiktok songs', 'bedroom pop', 'artemas lyrics', 'if u think im pretty', 'if u think im pretty artemas', 'cross my heart artemas', 'pretty mixtape', 'tiktok think im pretty', 'tiktok viral songs', 'ur special to me', 'montell fish', 'brent faiyaz', 'drake cross my heart', 'the weeknd', 'joji', 'the weeknd type beat', 'hot music', 'dark music', 'r&b', '808s', 'hip hop', 'just want u to feel something', 'grunge', 'new music', 'pop bangers', 'I like the way', 'I like the way you kiss me', 'darkwave']",2
ODETARI - KEEP UP (Official Visualizer),"ODETARI - KEEP UP (Official Visualizer)

Stream/Download: https://odetari.lnk.to/KeepUp-Frostbite
Subscribe for more official content from Odetari: 
https://odetari.lnk.to/subscribe

DISCORD:
https://discord.gg/odetari

Text Me: 1 (855) 941-4431

Follow Odetari:
https://www.instagram.com/odetari/
https://www.tiktok.com/@odetari
https://www.youtube.com/@odetari

Video Made By:
https://www.instagram.com/zealouzdream/
https://www.instagram.com/athst4r/
https://www.instagram.com/projectaz.zip/

#KeepUp #Odetari #Odecore",2024-10-22T12:54:31Z,https://www.youtube.com/watch?v=vi72_ggUCHU,28827954,662393,,31004,"['Odetari', 'ODETARI', 'Odecore', 'Hip Hop', 'EDM', 'Jersey Club', 'Rage', 'Digicore', 'Sigilkore', 'Breakcore', 'Narcissistic Personality Disorder', 'rage love lust on fire', 'Tik Tok Sonic AI song', 'Sonic AI', 'Tik Tok song with Sonic AI voice', 'Sonic the hedgehog', 'kingdom hearts', 'tik tok anime edits', 'Tik Tok sonic voice', 'good loyal thots', 'Odetari good loyal thots', 'I love latinas', 'odetari xiii sorrows', 'odetari tik tok', 'odetari desire', 'odetari desire snippet', 'keep up', 'odetari keep up']",2
Hozier - Too Sweet (Official Lyric Video),"Official Lyric Video for “Too Sweet” by Hozier

Listen to ‘Unreal Unearth: Unending’ out now - https://hozier.lnk.to/UnrealUnearthUnending
Never miss an update from Hozier: https://hozier.lnk.to/signupbioID 

Lyrics

It can’t be said I’m an early bird
It’s ten o’clock before I say a word
Baby, I can never tell
How do you sleep so well
You keep telling me to live right
To go to bed before daylight
But then you wake up for the sunrise
You know you don’t gotta pretend
Baby, now and then

Don’t you just wanna wake up
Dark as a lake
Smelling like a bonfire
Lost in a haze
If you’re drunk on life, babe
I think it’s great
But while in this world

I think I’ll take my whiskey neat
My coffee black and my bed at three
You’re too sweet for me
You’re too sweet for me
I take my whiskey neat
My coffee black and my bed at three
You’re too sweet for me
You’re too sweet for me

I aim low
I aim true and the ground is where I go
I work late where I’m free from the phone
And the job gets done
But you worry some, I know
But who wants to live forever babe
You treat your mouth as if it’s heaven’s gate
The rest of you like you’re the TSA
I wish that I could go along
Babe, don’t get me wrong

You know you’re bright as the morning
As soft as the rain
Pretty as a vine
As sweet as a grape
If you can sit in a barrel
Maybe I’ll wait
Until that day 

I’d rather take my whiskey neat
My coffee black and my bed at three
You’re too sweet for me
You’re too sweet for me
I take my whiskey neat
My coffee black and my bed at three
You’re too sweet for me
You’re too sweet for me

I take my whiskey neat
My coffee black and my bed at three
You’re too sweet for me
You’re too sweet for me

Watch more videos by Hozier: https://hozier.lnk.to/listen_YD/youtube
Subscribe to the official Hozier YouTube channel: https://hozier.lnk.to/subscribeYD

Follow Hozier
Facebook: https://hozier.lnk.to/follow_FI
Instagram: https://Hozier.lnk.to/follow_II
TikTok: https://hozier.lnk.to/follow_TTK
Twitter: https://hozier.lnk.to/follow_TI
Website: https://hozier.lnk.to/follow_WI
Spotify: https://hozier.lnk.to/follow_SI
YouTube: https://hozier.lnk.to/subscribeYD

#Hozier #TooSweet #UnheardEP",2024-04-16T23:35:58Z,https://www.youtube.com/watch?v=aezstCBHOPQ,94764785,909843,,14842,"['too sweet hozier', 'unheard', ""you're too sweet for me"", 'wildflower and barley\ni take my whiskey neat', 'hozier tiktok', 'hozier new song', 'fare well', 'empire now', 'hozier whiskey song']",4
Lady Gaga - Disease (Official Lyric Video),"Listen to “Disease”, out now: https://LadyGaga.lnk.to/Disease
 
Shop the official Lady Gaga store: https://LadyGaga.lnk.to/OfficialStore
 
Follow Lady Gaga: 
Facebook: https://www.facebook.com/ladygaga
Instagram: https://www.instagram.com/ladygaga
Twitter: https://www.twitter.com/ladygaga
Website: https://www.ladygaga.com/
YouTube: https://www.youtube.com/ladygaga
Official Store: https://LadyGaga.lnk.to/OfficialStore

Music video by Lady Gaga performing Disease (Lyric Video).© 2024 Interscope Records",2024-10-27T12:03:09Z,https://www.youtube.com/watch?v=Sih0v01Wbek,8862870,268040,,25815,"['Lady Gaga', 'Interscope Records', 'Pop']",3
Sophia Scott - Tumbleweed (Official Audio),"Stream ""Tumbleweed"": https://music.empi.re/tumbleweed

Stay Connected:
Website: https://www.sophiascottmusic.com/
TikTok: https://www.tiktok.com/@sophunky
Instagram: https://www.instagram.com/sophunky/
Facebook: https://www.facebook.com/sophiascottmusic
Twitter: https://twitter.com/sophunky

See Sophia on the road: https://www.sophiascottmusic.com/",2024-12-12T17:15:00Z,https://www.youtube.com/watch?v=_-jylJNLRXM,102977,464,,24,"['Sophia Scott', 'Dragonfly EMPIRE', 'Country']",3
Mario - Keep Going (Aaaaahhhhh) (Official Music Video),"Mario - Keep Going (Aaaaahhhhh) (Official Music Video)

"" Keep Going (Aaaaahhhhh) "" available at: https://Mario.lnk.to/GladYouCame

Follow Mario:
https://www.instagram.com/marioworldwide
https://www.tiktok.com/@marioworldwide
https://twitter.com/ohyesmario

(C) 2024 New Citizen LLC, under exclusive license to Epic Records, a division of Sony Music Entertainment

#Mario #KeepGoing #GladYouCame",2024-12-18T23:51:32Z,https://www.youtube.com/watch?v=Ws3vO7JW4R0,629822,7986,,461,"['mario', 'lil wayne', 'tyga', 'let me love you', 'mario let me love you', 'main one', 'mario main one', 'space', 'mario space', 'space mario', 'glad you came', 'mario glad you came', 'Keep Going (Aaaaahhhhh)']",2
